"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"19600","Kevin A. Smith","Kevin","A.","Newport","RI","USA","4/2/1967","Rhode Island",NA,NA,NA,NA,"DB","11-May",204,NA,NA,NA,NA,1982,1982,0,41.4901024,-71.3128285
"19601","Kevin R. Smith","Kevin","R.","Orange","TX","USA","4/7/1970","Texas A&M","Dallas Cowboys","1st","17th",1992,"DB","11-May",183,NA,NA,NA,NA,1982,1982,0,37.3366655,-95.031581
"19602","Khreem Smith","Khreem","Smith","St. James",NA,"Jamaica","7/7/1979","Oklahoma St.",NA,NA,NA,NA,"DE","4-Jun",250,NA,NA,NA,NA,1982,1982,0,36.7336754,-95.9159416
"19603","Kolby Smith","Kolby","Smith","Tallahassee","FL","USA","12/15/1984","Louisville","Kansas City Chiefs","5th","148th",2007,"RB","11-May",214,NA,NA,NA,NA,1982,1982,0,30.4382559,-84.2807329
"19604","L.J. Smith","L.J.","Smith","New Brunswick","NJ","USA","5/13/1980","Rutgers","Philadelphia Eagles","2nd","61st",2003,"TE","3-Jun",258,NA,NA,NA,NA,1982,1982,0,46.5653163,-66.4619164
"19605","Lamar Smith","Lamar","Smith","Fort Wayne","IN","USA","11/29/1970","Houston","Seattle Seahawks","3rd","73rd",1994,"RB","11-May",230,NA,NA,NA,NA,1982,1982,0,41.079273,-85.1393513
"19606","Lance Smith","Lance","Smith","New York","NY","USA","1/1/1963","LSU","St. Louis Cardinals","3rd","72nd",1985,"G-T","3-Jun",283,NA,NA,NA,NA,1982,1982,0,40.7127753,-74.0059728
"19607","Larry Smith","Larry","Smith","Tampa","FL","USA","9/2/1947","Florida","Los Angeles Rams","1st","8th",1969,"RB","3-Jun",220,NA,NA,NA,NA,1982,1982,0,27.950575,-82.4571776
"19609","Larry Smith","Larry","Smith","Kingsland","GA","USA","12/4/1974","Florida St.","Jacksonville Jaguars","2nd","56th",1999,"DT","5-Jun",310,NA,NA,NA,NA,1982,1982,0,30.7999563,-81.6898261
"19610","Laverne Smith","Laverne","Smith","Greenwood","MS","USA","9/12/1954","Kansas","Pittsburgh Steelers","4th","99th",1977,"RB","10-May",193,NA,NA,NA,NA,1982,1982,0,39.6136578,-86.1066526
"19611","Lawrence Smith","Lawrence","Smith","Atlanta","GA","USA","8/16/1979","Tennessee St.",NA,NA,NA,NA,"G-T","3-Jun",295,NA,NA,NA,NA,1982,1982,0,33.7489954,-84.3879824
"19613","LeKevin Smith","LeKevin","Smith","Macon","GA","USA","7/21/1982","Nebraska","New England Patriots","6th","206th",2006,"DT","1-Jun",310,NA,NA,NA,NA,1982,1982,0,32.8406946,-83.6324022
"19615","Leonard Smith","Leonard","Smith","New Orleans","LA","USA","9/2/1960","McNeese St.","St. Louis Cardinals","1st","17th",1983,"DB","11-May",200,NA,NA,NA,NA,1982,1982,0,29.9510658,-90.0715323
"19617","Lucious Smith","Lucious","Smith","Columbus","GA","USA","1/17/1957","San Diego St.",NA,NA,NA,NA,"DB","10-May",190,NA,NA,NA,NA,1982,1982,0,39.9611755,-82.9987942
"19618","Lyman Smith","Lyman","Smith","Portland","OR","USA","9/24/1956","Duke","Miami Dolphins","3rd","64th",1978,"DT","5-Jun",250,NA,NA,NA,NA,1982,1982,0,45.5122308,-122.6587185
"19620","Marcus Smith","Marcus","Smith","San Diego","CA","USA","1/11/1985","New Mexico","Baltimore Ravens","4th","106th",2008,"WR","1-Jun",214,NA,NA,NA,NA,1982,1982,0,32.715738,-117.1610838
"19621","Mark Smith","Mark","Smith","Vicksburg","MS","USA","8/28/1974","Auburn","Arizona Cardinals","7th","212th",1997,"DT-DE","4-Jun",294,NA,NA,NA,NA,1982,1982,0,32.3526456,-90.877882
"19622","Marquis Smith","Marquis","Smith","San Diego","CA","USA","1/13/1975","California","Cleveland Browns","3rd","76th",1999,"DB","2-Jun",213,NA,NA,NA,NA,1982,1982,0,32.715738,-117.1610838
"19623","Marty Smith","Marty","Smith","Pattison","MS","USA","10/20/1953","Louisville","Pittsburgh Steelers","15th","390th",1975,"DT-DE","3-Jun",250,NA,NA,NA,NA,1982,1982,0,29.8252297,-95.9949564
"19624","Marv Smith","Marv","Smith","Canton","OH","USA","1898-04-15","Purdue",NA,NA,NA,NA,"TB","11-May",185,"4/24/1986","Muncie","IN",NA,1982,1982,0,38.3861194,-97.4280895
"19625","Marvel Smith","Marvel","Smith","Oakland","CA","USA","8/6/1978","Arizona St.","Pittsburgh Steelers","2nd","38th",2000,"T","5-Jun",321,NA,NA,NA,NA,1982,1982,0,37.8043637,-122.2711137
"19626","Matt Smith","Matt","Smith","Columbus","OH","USA","9/1/1965","West Virginia",NA,NA,NA,NA,"LB","2-Jun",234,NA,NA,NA,NA,1982,1982,0,39.9611755,-82.9987942
"19627","Maurice Smith","Maurice","Smith","Palmyra","NC","USA","9/7/1976","North Carolina A&T",NA,NA,NA,NA,"RB","Jun-00",235,NA,NA,NA,NA,1982,1982,0,34.570012,38.2921653
"19628","Michael Smith","Michael","Smith","New Orleans","LA","USA","11/21/1970","Kansas St.",NA,NA,NA,NA,"WR","8-May",160,NA,NA,NA,NA,1982,1982,0,29.9510658,-90.0715323
"19630","Mike Smith","Mike","Smith","Houston","TX","USA","10/24/1962","Texas-El Paso","Miami Dolphins","4th","91st",1985,"DB","Jun-00",171,NA,NA,NA,NA,1982,1982,0,29.7604267,-95.3698028
"19631","Mike Smith","Mike","Smith","Lubbock","TX","USA","9/2/1981","Texas Tech","Baltimore Ravens","7th","234th",2005,"LB","2-Jun",238,NA,NA,NA,NA,1982,1982,0,33.5778631,-101.8551665
"19632","Mike T. Smith","Mike","T.","Bastrop","LA","USA","4/28/1958","Grambling St.","Atlanta Falcons","7th","172nd",1980,"WR","10-May",194,NA,NA,NA,NA,1982,1982,0,30.1104947,-97.3152701
"19634","Monte Smith","Monte","Smith","Madison","WI","USA","4/24/1967","North Dakota","Denver Broncos","9th","236th",1989,"G","5-Jun",270,NA,NA,NA,NA,1982,1982,0,43.0730517,-89.4012302
"19635","Musa Smith","Musa","Smith","Elliottsburg","PA","USA","5/31/1982","Georgia","Baltimore Ravens","3rd","77th",2003,"RB","Jun-00",232,NA,NA,NA,NA,1982,1982,0,40.3889725,-77.288874
"19636","Neil Smith","Neil","Smith","New Orleans","LA","USA","4/10/1966","Nebraska","Kansas City Chiefs","1st","2nd",1988,"DE","4-Jun",270,NA,NA,NA,NA,1982,1982,0,29.9510658,-90.0715323
"19637","Noland Smith","Noland","Smith","Jackson","MS","USA","10/20/1943","Tennessee St.","Kansas City Chiefs","6th","156th",1967,"WR","5-May",154,NA,NA,NA,NA,1982,1982,0,37.0328728,-95.6316455
"19638","Oak Smith","Oak","Smith","Downing","MO","USA","1894-02-27","Drake",NA,NA,NA,NA,"E-FB-WB","2-Jun",185,"5/2/1974","Long Beach","CA",NA,1982,1982,0,37.0330932,-95.6259012
"19639","Olin Smith","Olin","Smith","Holgate","OH","USA","3/25/1900","Ohio Wesleyan",NA,NA,NA,NA,"T-G","1-Jun",230,"5/4/1966","Columbus","OH",NA,1982,1982,0,41.2489374,-84.133
"19640","Ollie Smith","Ollie","Smith","Jackson","MS","USA","3/8/1949","Tennessee St.","Baltimore Colts","4th","85th",1973,"WR","3-Jun",203,NA,NA,NA,NA,1982,1982,0,37.0328728,-95.6316455
"19641","Omar Smith","Omar","Smith","Spanish Town",NA,"Jamaica","9/8/1977","Kentucky",NA,NA,NA,NA,"C","2-Jun",295,NA,NA,NA,NA,1982,1982,0,18.0193171,-76.9758274
"19642","Onterrio Smith","Onterrio","Smith","Sacramento","CA","USA","12/8/1980","Tennessee","Minnesota Vikings","4th","105th",2003,"RB","10-May",214,NA,NA,NA,NA,1982,1982,0,38.5815719,-121.4943996
"19643","Orland Smith","Orland","Smith","Gorham","ME","USA","11/5/1905","Brown",NA,NA,NA,NA,"T-G","11-May",215,"8/14/1977","Providence","RI",NA,1982,1982,0,43.6795314,-70.4442252
"19644","Oscar Smith","Oscar","Smith","Tampa","FL","USA","4/5/1963","Nicholls St.","Detroit Lions","5th","119th",1986,"RB","9-May",203,NA,NA,NA,NA,1982,1982,0,27.950575,-82.4571776
"19645","Otis Smith","Otis","Smith","New Orleans","LA","USA","10/22/1965","Southern",NA,NA,NA,NA,"DB","11-May",198,NA,NA,NA,NA,1982,1982,0,29.9510658,-90.0715323
"19646","Pat Smith","Pat","Smith","Minneapolis","MN","USA","1895-03-12","Michigan",NA,NA,NA,NA,"FB","Jun-00",198,"4/23/1969","Detroit","MI",NA,1982,1982,0,44.977753,-93.2650108
"19647","Paul Smith","Paul","Smith","Ada","OK","USA","8/13/1945","New Mexico","Denver Broncos","9th","222nd",1968,"DT-DE","3-Jun",256,"3/14/2000","Aurora","CO",NA,1982,1982,0,34.774531,-96.6783449
"19648","Paul Smith","Paul","Smith","El Paso","TX","USA","1/31/1978","Texas-El Paso","San Francisco 49ers","5th","132nd",2000,"RB","11-May",234,NA,NA,NA,NA,1982,1982,0,31.7618778,-106.4850217
"19649","Perry Smith","Perry","Smith","Spartanburg","SC","USA","3/29/1951","Mesa","Oakland Raiders","4th","92nd",1973,"DB","1-Jun",195,NA,NA,NA,NA,1982,1982,0,34.9495672,-81.9320482
"19650","Phil Smith","Phil","Smith","Los Angeles","CA","USA","4/28/1960","San Diego St.","Baltimore Colts","4th","85th",1983,"WR","3-Jun",190,NA,NA,NA,NA,1982,1982,0,34.0522342,-118.2436849
"19652","Quintin Smith","Quintin","Smith","Houston","TX","USA","8/17/1968","Kansas",NA,NA,NA,NA,"WR","10-May",172,NA,NA,NA,NA,1982,1982,0,29.7604267,-95.3698028
"19653","Ralph Smith","Ralph","Smith","Brookhaven","MS","USA","12/1/1938","Mississippi","San Diego Chargers","12th","93rd",1962,"TE","2-Jun",215,NA,NA,NA,NA,1982,1982,0,40.8273786,-72.995048
"19654","Raonall Smith","Raonall","Smith","Mesa","AZ","USA","10/22/1978","Washington St.","Minnesota Vikings","2nd","38th",2002,"LB","2-Jun",241,NA,NA,NA,NA,1982,1982,0,33.4151843,-111.8314724
"19656","Ray Gene Smith","Ray","Gene","Andarko","OK","USA","11/27/1928","Midwestern St.",NA,NA,NA,NA,"DB-HB","10-May",187,"8/16/2005","Garland ","TX",NA,1982,1982,0,35.072562,-98.2436625
"19657","Red Smith","Red","Smith","Brokaw","WI","USA","5/18/1904","Lawrence",NA,NA,NA,NA,"TB-WB-BB-G-FB","10-May",192,"3/8/1978","Toledo","OH",NA,1982,1982,0,41.5013751,-81.6994244
"19658","Reggie Smith","Reggie","Smith","Kinston","NC","USA","7/15/1956","North Carolina Central",NA,NA,NA,NA,"WR","4-May",168,NA,NA,NA,NA,1982,1982,0,35.2626635,-77.5816353
"19659","Reggie Smith","Reggie","Smith","Edmond","OK","USA","9/13/1986","Oklahoma","San Francisco 49ers","3rd","75th",2008,"DB","1-Jun",198,NA,NA,NA,NA,1982,1982,0,35.6528323,-97.4780954
"19660","Reggie L. Smith","Reggie","L.","Chicago","IL","USA","8/29/1961","Kansas","Denver Broncos","3rd","78th",1984,"T","5-Jun",295,NA,NA,NA,NA,1982,1982,0,41.8781136,-87.6297982
"19661","Rex Smith","Rex","Smith","Rushford","MN","USA","1896-03-08","Wisc-LaCrosse",NA,NA,NA,NA,"E","Jun-00",195,NA,NA,NA,NA,1982,1982,0,43.8109804,-91.7490143
"19662","Richard Smith","Richard","Smith","Shreveport","LA","USA","7/16/1980","Arkansas",NA,NA,NA,NA,"WR","10-May",191,NA,NA,NA,NA,1982,1982,0,32.5251516,-93.7501789
"19663","Ricky Smith","Ricky","Smith","Quincy","FL","USA","7/20/1960","Alabama St.","New England Patriots","6th","141st",1982,"DB-WR","Jun-00",182,NA,NA,NA,NA,1982,1982,0,42.2528772,-71.0022705
"19664","Rico Smith","Rico","Smith","Compton","CA","USA","1/14/1969","Colorado","Cleveland Browns","6th","143rd",1992,"WR","Jun-00",185,NA,NA,NA,NA,1982,1982,0,33.8958492,-118.2200712
"19665","Riley Smith","Riley","Smith","Carrollton","MS","USA","7/14/1911","Alabama","Boston Redskins","1st","2nd",1936,"BB-LB","2-Jun",200,"8/9/1999","Mobile","AL",NA,1982,1982,0,32.9756415,-96.8899636
"19666","Rob Smith","Rob","Smith","Fort Thomas","KY","USA","3/8/1984","Tennessee",NA,NA,NA,NA,"T/G","4-Jun",306,NA,NA,NA,NA,1982,1982,0,39.0750607,-84.4471633
"19667","Robaire Smith","Robaire","Smith","Flint","MI","USA","11/15/1977","Michigan St.","Tennessee Titans","6th","197th",2000,"DE-DT","4-Jun",315,NA,NA,NA,NA,1982,1982,0,43.0125274,-83.6874562
"19668","Robert Smith","Robert","Smith","Bogalusa","LA","USA","12/3/1962","Grambling St.","Minnesota Vikings","2nd","40th",1984,"DE","6-Jun",255,NA,NA,NA,NA,1982,1982,0,30.7910204,-89.8486858
"19669","Robert Smith","Robert","Smith","Euclid","OH","USA","3/4/1972","Ohio St.","Minnesota Vikings","1st","21st",1993,"RB","2-Jun",212,NA,NA,NA,NA,1982,1982,0,41.5931049,-81.5267873
"19670","Rod Smith","Rod","Smith","Texarkana","AR","USA","5/15/1970","Missouri Southern",NA,NA,NA,NA,"WR","Jun-00",200,NA,NA,NA,NA,1982,1982,0,33.425125,-94.0476882
"19671","Rod M. Smith","Rod","M.","St. Paul","MN","USA","3/12/1970","Notre Dame","New England Patriots","2nd","35th",1992,"DB","11-May",187,NA,NA,NA,NA,1982,1982,0,44.9537029,-93.0899578
"19673","Ron Smith","Ron","Smith","Chicago","IL","USA","5/3/1943","Wisconsin",NA,NA,NA,NA,"DB-WR","1-Jun",195,NA,NA,NA,NA,1982,1982,0,41.8781136,-87.6297982
"19674","Ron Smith","Ron","Smith","St. Louis","MO","USA","8/18/1978","Baylor",NA,NA,NA,NA,"DT","3-Jun",308,NA,NA,NA,NA,1982,1982,0,38.6270025,-90.1994042
"19675","Ron B. Smith","Ron","B.","Lakeland","FL","USA","11/20/1956","San Diego St.","Los Angeles Rams","2nd","53rd",1978,"WR","Jun-00",185,NA,NA,NA,NA,1982,1982,0,37.09024,-95.712891
"19676","Ron C. Smith","Ron","C.","Richmond","VA","USA","6/27/1942","Wake Forest","Los Angeles Rams","10th","131st",1964,"QB","5-Jun",220,NA,NA,NA,NA,1982,1982,0,37.5407246,-77.4360481
"19677","Royce Smith","Royce","Smith","Savannah","GA","USA","6/17/1949","Georgia","New Orleans Saints","1st","8th",1972,"G","3-Jun",250,"1/22/2004","Claxton","GA",NA,1982,1982,0,32.0808989,-81.091203
"19678","Russ Smith","Russ","Smith","Carbondale","IL","USA","1895-11-11","Navy",NA,NA,NA,NA,"G-C","10-May",220,"7/7/1958","Johnson City","IL",NA,1982,1982,0,37.7272727,-89.2167501
"19679","Russ Smith","Russ","Smith","Bronxville","NY","USA","8/4/1944","Miami (FL)","San Diego Chargers","5th","40th",1966,"RB","Jun-00",212,"4/1/2001","Long Beach","CA",NA,1982,1982,0,40.9381544,-73.8320784
"19680","Rusty Smith","Rusty","Smith","Jacksonville","FL","USA","1/20/1987","Florida Atlantic","Tennessee Titans","6th","176th",2010,"QB","5-Jun",212,NA,NA,NA,NA,1982,1982,0,30.3321838,-81.655651
"19681","Sammie Smith","Sammie","Smith","Orlando","FL","USA","5/16/1967","Florida St.","Miami Dolphins","1st","9th",1989,"RB","2-Jun",226,NA,NA,NA,NA,1982,1982,0,28.5383355,-81.3792365
"19682","Sean Smith","Sean","Smith","Bogalusa","LA","USA","3/27/1965","Grambling St.","Chicago Bears","4th","101st",1987,"DE-DT","4-Jun",280,NA,NA,NA,NA,1982,1982,0,30.7910204,-89.8486858
"19683","Sean Smith","Sean","Smith","Pasadena","CA","USA","7/14/1987","Utah","Miami Dolphins","2nd","61st",2009,"DB","2-Jun",215,NA,NA,NA,NA,1982,1982,0,34.1477849,-118.1445155
"19684","Sean W. Smith","Sean","W.","Cincinnati","OH","USA","5/29/1967","Georgia Tech","New England Patriots","11th","280th",1990,"DE","7-Jun",280,NA,NA,NA,NA,1982,1982,0,39.1031182,-84.5120196
"19685","Shaun Smith","Shaun","Smith","Brooklyn","NY","USA","8/19/1981","South Carolina",NA,NA,NA,NA,"DT","2-Jun",320,NA,NA,NA,NA,1982,1982,0,40.6781784,-73.9441579
"19687","Sherman Smith","Sherman","Smith","Youngstown","OH","USA","11/1/1954","Miami (OH)","Seattle Seahawks","2nd","58th",1976,"RB","4-Jun",225,NA,NA,NA,NA,1982,1982,0,41.0997803,-80.6495194
"19688","Shevin Smith","Shevin","Smith","Miami","FL","USA","6/17/1975","Florida St.","Tampa Bay Buccaneers","6th","184th",1998,"DB","11-May",195,NA,NA,NA,NA,1982,1982,0,25.7616798,-80.1917902
"19689","Sid Smith","Sid","Smith","Wichita","KS","USA","7/6/1948","USC","Kansas City Chiefs","1st","26th",1970,"C-T","4-Jun",260,NA,NA,NA,NA,1982,1982,0,37.6871761,-97.330053
"19690","Steve Smith","Steve","Smith","St. Louis","MO","USA","5/29/1944","Michigan","San Francisco 49ers","5th","71st",1966,"T-DE","2-Jun",250,NA,NA,NA,NA,1982,1982,0,38.6270025,-90.1994042
"19691","Steve Smith","Steve","Smith","Washington","DC","USA","8/30/1964","Penn St.","Los Angeles Raiders","3rd","81st",1987,"RB","1-Jun",236,NA,NA,NA,NA,1982,1982,0,47.7510741,-120.7401385
"19692","Steve Smith","Steve","Smith","Los Angeles","CA","USA","5/12/1979","Utah","Carolina Panthers","3rd","74th",2001,"WR","9-May",185,NA,NA,NA,NA,1982,1982,0,34.0522342,-118.2436849
"19694","Steve M. Smith","Steve","M.","Torrance","CA","USA","6/28/1979","Oregon","Jacksonville Jaguars","7th","246th",2002,"DB","1-Jun",190,NA,NA,NA,NA,1982,1982,0,33.8358492,-118.3406288
"19695","Struggy Smith","Struggy","Smith","Charlotte","NC","USA","2/13/1964","Appalachian St.",NA,NA,NA,NA,"DB","2-Jun",190,NA,NA,NA,NA,1982,1982,0,35.2270869,-80.8431267
"19696","Stu Smith","Stu","Smith","Montour Falls","NY","USA","2/3/1915","Bucknell",NA,NA,NA,NA,"FB-LB-TB-DB","Jun-00",195,"11/7/1969","Baltimore","MD",NA,1982,1982,0,42.3472958,-76.8452351
"19697","Taj Smith","Taj","Smith","Newark","NJ","USA","9/30/1983","Syracuse",NA,NA,NA,NA,"WR","Jun-00",194,NA,NA,NA,NA,1982,1982,0,40.735657,-74.1723667
"19698","Terrelle Smith","Terrelle","Smith","West Covina","CA","USA","3/12/1978","Arizona St.","New Orleans Saints","4th","96th",2000,"FB","Jun-00",246,NA,NA,NA,NA,1982,1982,0,34.0686208,-117.9389526
"19699","Thomas Smith","Thomas","Smith","Waterloo","IN","USA","10/4/1949","Iowa","Miami Dolphins","7th","182nd",1973,"RB","1-Jun",216,NA,NA,NA,NA,1982,1982,0,42.9047884,-76.8627367
"19700","Thomas Smith","Thomas","Smith","Gates","NC","USA","12/5/1970","North Carolina","Buffalo Bills","1st","28th",1993,"DB","11-May",188,NA,NA,NA,NA,1982,1982,0,39.041175,-94.5692214
"19701","Tim Smith","Tim","Smith","Tucson","AZ","USA","3/20/1957","Nebraska","Houston Oilers","3rd","79th",1980,"WR","2-Jun",201,NA,NA,NA,NA,1982,1982,0,32.2226066,-110.9747108
"19702","Timmy Smith","Timmy","Smith","Hobbs","NM","USA","1/24/1964","Texas Tech","Washington Redskins","5th","117th",1987,"RB","11-May",216,NA,NA,NA,NA,1982,1982,0,37.1557452,-95.5967803
"19703","Tody Smith","Tody","Smith","Orange","TX","USA","12/24/1948","Michigan St.","Dallas Cowboys","1st","25th",1971,"DE","5-Jun",250,"7/18/1999","Los Angeles","CA",NA,1982,1982,0,37.3366655,-95.031581
"19704","Tommie Smith","Tommie","Smith","Clarksville","TN","USA","6/6/1944","San Jose St.","Los Angeles Rams","9th","226th",1967,"WR","3-Jun",190,NA,NA,NA,NA,1982,1982,0,36.5297706,-87.3594528
"19705","Tony Smith","Tony","Smith","Chicago","IL","USA","6/29/1970","Southern Miss","Atlanta Falcons","1st","19th",1992,"RB","1-Jun",212,NA,NA,NA,NA,1982,1982,0,41.8781136,-87.6297982
"19708","Travian Smith","Travian","Smith","Shepherd","TX","USA","8/26/1975","Oklahoma","Oakland Raiders","5th","152nd",1998,"LB","4-Jun",240,NA,NA,NA,NA,1982,1982,0,37.09024,-95.712891
"19709","Trent Smith","Trent","Smith","Norman","OK","USA","9/15/1979","Oklahoma","Baltimore Ravens","7th","223rd",2003,"TE","5-Jun",245,NA,NA,NA,NA,1982,1982,0,37.09024,-95.712891
"19710","Troy Smith","Troy","Smith","Greenville","NC","USA","7/30/1977","East Carolina","Philadelphia Eagles","6th","201st",1999,"WR","2-Jun",193,NA,NA,NA,NA,1982,1982,0,34.8526176,-82.3940104
"19711","Troy Smith","Troy","Smith","Cleveland","OH","USA","7/20/1984","Ohio St.","Baltimore Ravens","5th","174th",2007,"QB","Jun-00",225,NA,NA,NA,NA,1982,1982,0,41.49932,-81.6943605
"19712","Truett Smith","Truett","Smith","New Orleans","LA","USA","3/17/1924","Wyoming","Pittsburgh Steelers","7th","86th",1950,"BB","2-Jun",208,"12/29/2000","Jackson","MS",NA,1982,1982,0,29.9510658,-90.0715323
"19714","Tyson Smith","Tyson","Smith","Des Moines","IA","USA","10/9/1981","Iowa St.",NA,NA,NA,NA,"LB","2-Jun",240,NA,NA,NA,NA,1982,1982,0,41.5868353,-93.6249593
"19715","Vernice Smith","Vernice","Smith","Orlando","FL","USA","10/24/1965","Florida A&M",NA,NA,NA,NA,"G-T","3-Jun",300,NA,NA,NA,NA,1982,1982,0,28.5383355,-81.3792365
"19716","Vinson Smith","Vinson","Smith","Statesville","NC","USA","7/3/1965","East Carolina",NA,NA,NA,NA,"LB","2-Jun",243,NA,NA,NA,NA,1982,1982,0,35.7826363,-80.8872959
"19717","Vitamin Smith","Vitamin","Smith","Sweetwater","TX","USA","10/30/1923","Abilene Christian",NA,NA,NA,NA,"HB","8-May",179,"2/14/2000","Lake Dallas","TX",NA,1982,1982,0,36.8267349,-94.2657709
"19718","Waddell Smith","Waddell","Smith","New Orleans","LA","USA","8/24/1955","Kansas","Kansas City Chiefs","8th","215th",1977,"WR","2-Jun",180,NA,NA,NA,NA,1982,1982,0,29.9510658,-90.0715323
"19719","Wade Smith","Wade","Smith","Dallas","TX","USA","4/26/1981","Memphis","Miami Dolphins","3rd","78th",2003,"T","4-Jun",300,NA,NA,NA,NA,1982,1982,0,32.7766642,-96.7969879
"19721","Wayne Smith","Wayne","Smith","Chicago","IL","USA","5/9/1957","Wisc-LaCrosse","Detroit Lions","11th","278th",1980,"DB","Jun-00",171,NA,NA,NA,NA,1982,1982,0,41.8781136,-87.6297982
"19722","Wee Willie Smith","Wee","Willie","Lexington","NE","USA","7/2/1910","Idaho",NA,NA,NA,NA,"DB-TB-FB","6-May",148,"9/4/1996","Albuquerque","NM",NA,1982,1982,0,38.0405837,-84.5037164
"19724","Wilfred Smith","Wilfred","Smith","Milroy","IN","USA","1899-04-07","DePauw",NA,NA,NA,NA,"T-G-E-C","4-Jun",204,"8/3/1976","Chicago","IL",NA,1982,1982,0,40.7139566,-77.5905511
"19725","Will Smith","Will","Smith","Queens","NY","USA","7/4/1981","Ohio St.","New Orleans Saints","1st","18th",2004,"DE","3-Jun",282,NA,NA,NA,NA,1982,1982,0,40.7282239,-73.7948516
"19726","Willie Smith","Willie","Smith","Little Rock","AR","USA","11/1/1937","Michigan","Chicago Bears","8th","94th",1959,"G-T","3-Jun",255,NA,NA,NA,NA,1982,1982,0,34.7464809,-92.2895948
"19727","Willie Smith","Willie","Smith","Jacksonville","FL","USA","8/6/1964","Miami (FL)","Cleveland Browns","10th","265th",1986,"TE","2-Jun",235,NA,NA,NA,NA,1982,1982,0,30.3321838,-81.655651
"19729","Zeke Smith","Zeke","Smith","Walker Springs","AL","USA","9/29/1936","Auburn","Baltimore Colts","4th","48th",1959,"LB-G-DE","2-Jun",235,NA,NA,NA,NA,1982,1982,0,35.9305403,-84.0692659
"19730","Zuriel Smith","Zuriel","Smith","Richmond","VA","USA","1/15/1980","Hampton","Dallas Cowboys","6th","186th",2003,"WR","11-May",166,NA,NA,NA,NA,1982,1982,0,37.5407246,-77.4360481
"19732","Mark Smolinski","Mark","Smolinski","Alpena","MI","USA","5/9/1939","Wyoming",NA,NA,NA,NA,"FB-TE","1-Jun",215,NA,NA,NA,NA,1961,1968,7,45.0616794,-83.4327528
"19733","Isaac Smolko","Isaac","Smolko","Youngstown","OH","USA","2/28/1983","Penn St.",NA,NA,NA,NA,"TE","5-Jun",260,NA,NA,NA,NA,1961,1968,7,41.0997803,-80.6495194
"19734","Fred Smoot","Fred","Smoot","Jackson","MS","USA","4/17/1979","Mississippi St.","Washington Redskins","2nd","45th",2001,"DB","11-May",174,NA,NA,NA,NA,1961,1968,7,37.0328728,-95.6316455
"19735","Raymond Smoot","Raymond","Smoot","Leesville","LA","USA","7/24/1970","LSU",NA,NA,NA,NA,"G-T","4-Jun",305,NA,NA,NA,NA,1961,1968,7,35.9070164,-78.7260244
"19736","Dave Smukler","Dave","Smukler","Newark","NJ","USA","5/28/1914","Missouri",NA,NA,NA,NA,"FB-LB","1-Jun",226,"2/22/1971","Los Angeles","CA",NA,1936,1944,8,40.735657,-74.1723667
"19737","Bill Smyth","Bill","Smyth","Batavia","OH","USA","4/8/1922","Notre Dame","Los Angeles Rams","7th","53rd",1947,"DE-E-T","3-Jun",243,"11/6/1966","Ottawa","Canada",NA,1947,1950,3,41.8500284,-88.3125738
