"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"798","Patrick Bailey","Patrick","Bailey","Elmendorf","TX","USA","11/19/1985","Duke",NA,NA,NA,NA,"LB","4-Jun",235,NA,NA,NA,NA,1994,1998,4,61.2536352,-149.8112528
"800","Rodney Bailey","Rodney","Bailey","Cleveland","OH","USA","10/7/1979","Ohio St.","Pittsburgh Steelers","6th","181st",2001,"DE","3-Jun",306,NA,NA,NA,NA,1994,1998,4,41.49932,-81.6943605
"801","Russ Bailey","Russ","Bailey","Weston","WV","USA","1897-10-17","West Virginia",NA,NA,NA,NA,"C","11-May",183,"9/15/1949","Wheeling","WV",NA,1994,1998,4,26.1003654,-80.3997748
"802","Stacey Bailey","Stacey","Bailey","San Rafael","CA","USA","2/10/1960","San Jose St.","Atlanta Falcons","3rd","63rd",1982,"WR","Jun-00",162,NA,NA,NA,NA,1994,1998,4,37.9735346,-122.5310874
"804","Teddy Bailey","Teddy","Bailey","Cincinnati","OH","USA","8/12/1944","Cincinnati",NA,NA,NA,NA,"RB","1-Jun",225,NA,NA,NA,NA,1994,1998,4,39.1031182,-84.5120196
"805","Thomas Bailey","Thomas","Bailey","Dallas","TX","USA","12/6/1971","Auburn",NA,NA,NA,NA,"WR","Jun-00",196,NA,NA,NA,NA,1994,1998,4,32.7766642,-96.7969879
"806","Tom Bailey","Tom","Bailey","Gainesville","FL","USA","2/7/1949","Florida St.","Philadelphia Eagles","10th","256th",1971,"RB","2-Jun",211,"9/2/2005","Jacksonville Beach","FL",NA,1994,1998,4,29.6516344,-82.3248262
"807","Victor Bailey","Victor","Bailey","Fort Worth","TX","USA","7/3/1970","Texas-El Paso","Philadelphia Eagles","2nd","50th",1993,"WR","2-Jun",196,NA,NA,NA,NA,1994,1998,4,32.7554883,-97.3307658
"808","Bill Bain","Bill","Bain","Los Angeles","CA","USA","8/9/1952","Colorado","Green Bay Packers","2nd","47th",1975,"T-G","4-Jun",279,NA,NA,NA,NA,1994,1998,4,34.0522342,-118.2436849
"810","Bill Baird","Bill","Baird","Lindsay","CA","USA","3/1/1939","San Francisco St.",NA,NA,NA,NA,"DB-HB","10-May",180,NA,NA,NA,NA,1994,1998,4,44.3565742,-78.7407542
"811","Al Baisi","Al","Baisi","Norton","WV","USA","9/6/1917","West Virginia",NA,NA,NA,NA,"G","Jun-00",217,"4/15/2005","St. Paul","MN",NA,1994,1998,4,37.09024,-95.712891
"812","Billy Bajema","Billy","Bajema","Oklahoma City","OK","USA","10/31/1982","Oklahoma St.","San Francisco 49ers","7th","249th",2005,"TE","5-Jun",261,NA,NA,NA,NA,2005,2013,8,35.4675602,-97.5164276
"813","Al Baker","Al","Baker","Jacksonville","FL","USA","12/9/1956","Colorado St.","Detroit Lions","2nd","40th",1978,"DE","6-Jun",265,NA,NA,NA,NA,1978,1990,12,30.3321838,-81.655651
"814","Art Baker","Art","Baker","Erie","PA","USA","12/31/1937","Syracuse","Philadelphia Eagles","1st","14th",1961,"FB","Jun-00",220,NA,NA,NA,NA,1978,1990,12,42.1292241,-80.085059
"815","Bullet Baker","Bullet","Baker","Casper","WV","USA","11/4/1900","Santa Clara",NA,NA,NA,NA,"BB-WB-TB-HB","8-May",180,"6/18/1961","Long Beach","CA",NA,1978,1990,12,37.79743,-122.43506
"816","Charles Baker","Charles","Baker","Mount Pleasant","TX","USA","9/26/1957","New Mexico","St. Louis Cardinals","3rd","81st",1980,"LB","2-Jun",226,NA,NA,NA,NA,1978,1990,12,32.8323225,-79.8284258
"818","Chris Baker","Chris","Baker","St. Albans","NY","USA","11/18/1979","Michigan St.","New York Jets","3rd","88th",2002,"TE","3-Jun",258,NA,NA,NA,NA,1978,1990,12,38.9284816,-77.0718248
"819","Chris Baker","Chris","Baker","Windsor","CT","USA","10/8/1987","Hampton",NA,NA,NA,NA,"DT","2-Jun",298,NA,NA,NA,NA,1978,1990,12,37.6835476,-97.2473769
"821","Dallas Baker","Dallas","Baker","Neew Smyrna Beach","FL","USA","11/10/1982","Florida","Pittsburgh Steelers","7th","227th",2007,"WR","3-Jun",206,NA,NA,NA,NA,1978,1990,12,29.0258191,-80.9269984
"822","Dave Baker","Dave","Baker","Coffeyville","KS","USA","7/30/1937","Oklahoma","San Francisco 49ers","1st","5th",1959,"DB","Jun-00",192,"9/4/2002","Norman","OK",NA,1978,1990,12,37.0373005,-95.6163665
"823","Ed Baker","Ed","Baker","East Orange","NJ","USA","5/29/1948","Lafayette",NA,NA,NA,NA,"QB","2-Jun",200,NA,NA,NA,NA,1978,1990,12,40.767323,-74.2048677
"825","Eugene Baker","Eugene","Baker","Monroeville","PA","USA","3/18/1976","Kent St.","Atlanta Falcons","5th","164th",1999,"WR","2-Jun",183,NA,NA,NA,NA,1978,1990,12,40.4211798,-79.7881024
"826","Frank Baker","Frank","Baker","Madison","WI","USA","7/23/1909","Northwestern",NA,NA,NA,NA,"E","2-Jun",182,"9/14/1985","Solano County","CA",NA,1978,1990,12,43.0730517,-89.4012302
"827","Jason Baker","Jason","Baker","Fort Wayne","IN","USA","5/17/1978","Iowa",NA,NA,NA,NA,"P","1-Jun",201,NA,NA,NA,NA,1978,1990,12,41.079273,-85.1393513
"828","Jerry Baker","Jerry","Baker","Bartow","FL","USA","3/6/1960","Tulane",NA,NA,NA,NA,"NT","2-Jun",297,NA,NA,NA,NA,1978,1990,12,27.8964147,-81.8431374
"829","Jesse Baker","Jesse","Baker","Conyers","GA","USA","7/10/1957","Jacksonville St.","Houston Oilers","2nd","50th",1979,"DE","5-Jun",269,NA,NA,NA,NA,1978,1990,12,33.6676103,-84.0176904
"830","John Baker","John","Baker","Raleigh","NC","USA","6/10/1935","North Carolina Central","Los Angeles Rams","5th","56th",1958,"DE-DT-T","6-Jun",279,"10/31/2007","Raleigh","NC",NA,1978,1990,12,35.7795897,-78.6381787
"831","John Baker","John","Baker","Brenham","TX","USA","4/22/1977","North Texas",NA,NA,NA,NA,"P","3-Jun",223,NA,NA,NA,NA,1978,1990,12,30.1668828,-96.3977442
"832","John W. Baker","John","W.","Detroit","MI","USA","8/15/1942","Norfolk St.","Green Bay Packers","19th","265th",1964,"DE","5-Jun",260,NA,NA,NA,NA,1978,1990,12,42.331427,-83.0457538
"833","Johnny Baker","Johnny","Baker","Coy","AL","USA","3/15/1941","Mississippi St.","Los Angeles Rams","3rd","37th",1963,"LB-DE","3-Jun",230,NA,NA,NA,NA,1978,1990,12,31.8946948,-87.4628458
"834","Jon Baker","Jon","Baker","San Francisco","CA","USA","6/14/1923","California","Los Angeles Rams","7th","67th",1949,"DG-LB-G","2-Jun",214,"11/26/1992","San Rafael","CA",NA,1978,1990,12,37.7749295,-122.4194155
"835","Jon Baker","Jon","Baker","Bakersfield","CA","USA","8/13/1972","Arizona St.",NA,NA,NA,NA,"K","1-Jun",185,NA,NA,NA,NA,1978,1990,12,35.3732921,-119.0187125
"837","Keith Baker","Keith","Baker","Dallas","TX","USA","6/4/1957","Texas A&M",NA,NA,NA,NA,"WR","10-May",187,NA,NA,NA,NA,1978,1990,12,32.7766642,-96.7969879
"839","Melvin Baker","Melvin","Baker","Beaumont","TX","USA","8/12/1950","Texas Southern","Miami Dolphins","8th","208th",1974,"WR","Jun-00",189,NA,NA,NA,NA,1978,1990,12,33.9294606,-116.977248
"840","Myron Baker","Myron","Baker","Haughton","LA","USA","1/6/1971","Louisiana Tech","Chicago Bears","4th","100th",1993,"LB","1-Jun",232,NA,NA,NA,NA,1978,1990,12,32.5326514,-93.5040627
"841","Ralph Baker","Ralph","Baker","Lewistown","PA","USA","8/25/1942","Penn St.","Pittsburgh Steelers","3rd","38th",1964,"LB","3-Jun",228,NA,NA,NA,NA,1978,1990,12,40.5992395,-77.571382
"842","Rashad Baker","Rashad","Baker","Camden","NJ","USA","2/22/1982","Tennessee",NA,NA,NA,NA,"DB","10-May",198,NA,NA,NA,NA,1978,1990,12,39.9259463,-75.1196199
"843","Robert Baker","Robert","Baker","Gainesville","FL","USA","5/14/1976","Auburn",NA,NA,NA,NA,"WR","11-May",200,NA,NA,NA,NA,1978,1990,12,29.6516344,-82.3248262
"844","Ron Baker","Ron","Baker","Gary","IN","USA","11/19/1954","Oklahoma St.","Baltimore Colts","10th","277th",1977,"G","4-Jun",260,NA,NA,NA,NA,1978,1990,12,41.6020403,-87.3371523
"845","Ryan Baker","Ryan","Baker","Indianapolis","IN","USA","11/25/1984","Purdue",NA,NA,NA,NA,"DE","5-Jun",295,NA,NA,NA,NA,1978,1990,12,39.768403,-86.158068
"846","Sam Baker","Sam","Baker","San Francisco","CA","USA","11/12/1929","Oregon St.","Los Angeles Rams","11th","133rd",1952,"K-FB","2-Jun",217,"6/5/2007","Tacoma","WA",NA,1978,1990,12,37.7749295,-122.4194155
"847","Sam Baker","Sam","Baker","Tustin","CA","USA","5/30/1985","USC","Atlanta Falcons","1st","21st",2008,"T","5-Jun",308,NA,NA,NA,NA,1978,1990,12,33.7420005,-117.8236391
"849","Shannon Baker","Shannon","Baker","Bartow","FL","USA","7/20/1971","Florida St.","Atlanta Falcons","8th","205th",1993,"WR","9-May",185,NA,NA,NA,NA,1978,1990,12,27.8964147,-81.8431374
"850","Stephen Baker","Stephen","Baker","San Antonio","TX","USA","8/30/1964","Fresno St.","New York Giants","3rd","83rd",1987,"WR","8-May",160,NA,NA,NA,NA,1978,1990,12,29.4241219,-98.4936282
"852","Terry Baker","Terry","Baker","Pine River","MN","USA","5/5/1941","Oregon St.","Los Angeles Rams","1st","1st",1963,"QB","3-Jun",200,NA,NA,NA,NA,1978,1990,12,46.7180163,-94.4041625
"853","Tim Baker","Tim","Baker","Amarillo","TX","USA","10/23/1977","Texas Tech",NA,NA,NA,NA,"WR","4-Jun",208,NA,NA,NA,NA,1978,1990,12,35.2219971,-101.8312969
"854","Tony Baker","Tony","Baker","Fort Madison","IA","USA","2/16/1945","Iowa St.",NA,NA,NA,NA,"RB","11-May",229,"8/9/1998","Mediapolis","IA",NA,1978,1990,12,40.6297634,-91.314535
"855","Tony Baker","Tony","Baker","High Point","NC","USA","6/11/1964","East Carolina","Atlanta Falcons","10th","252nd",1986,"RB","10-May",182,NA,NA,NA,NA,1978,1990,12,35.9556923,-80.0053176
"856","Wayne Baker","Wayne","Baker","Sandpoint","ID","USA","7/7/1953","BYU","San Francisco 49ers","3rd","74th",1975,"DT","6-Jun",270,NA,NA,NA,NA,1978,1990,12,48.276577,-116.553465
"858","Eric Bakhtiari","Eric","Bakhtiari","San Mateo","CA","USA","12/2/1984","San Diego",NA,NA,NA,NA,"LB","3-Jun",258,NA,NA,NA,NA,1978,1990,12,37.5629917,-122.3255254
"859","Jim Bakken","Jim","Bakken","Madison","WI","USA","11/2/1940","Wisconsin","Los Angeles Rams","7th","88th",1962,"K","11-May",200,NA,NA,NA,NA,1978,1990,12,43.0730517,-89.4012302
"860","Frank Balasz","Frank","Balasz","Chicago","IL","USA","1/23/1918","Iowa","Green Bay Packers","18th","169th",1939,"FB-LB-DB","2-Jun",212,"7/7/1962","Chicago","IL",NA,1939,1945,6,41.8781136,-87.6297982
"861","Ed Balatti","Ed","Balatti","Los Banos","CA","USA","4/8/1924","none",NA,NA,NA,NA,"E-DB","1-Jun",195,"8/27/1990","Novato","CA",NA,1939,1945,6,37.0582786,-120.8499151
"862","Lou Baldacci","Lou","Baldacci","Richmond","VA","USA","12/17/1934","Michigan","Pittsburgh Steelers","10th","111th",1956,"HB","2-Jun",200,NA,NA,NA,NA,1939,1945,6,37.5407246,-77.4360481
"863","Mike Baldassin","Mike","Baldassin","Tacoma","WA","USA","7/26/1955","Washington",NA,NA,NA,NA,"LB","1-Jun",218,NA,NA,NA,NA,1939,1945,6,47.2528768,-122.4442906
"864","Brian Baldinger","Brian","Baldinger","Pittsburgh","PA","USA","1/7/1960","Duke",NA,NA,NA,NA,"G-T-C","4-Jun",278,NA,NA,NA,NA,1939,1945,6,40.4406248,-79.9958864
"865","Gary Baldinger","Gary","Baldinger","Philadelphia","PA","USA","10/4/1963","Wake Forest","Kansas City Chiefs","9th","229th",1986,"DE-NT","3-Jun",264,NA,NA,NA,NA,1939,1945,6,39.9525839,-75.1652215
"866","Rich Baldinger","Rich","Baldinger","Camp Lejeune","NC","USA","12/31/1959","Wake Forest","New York Giants","10th","270th",1982,"G-T","4-Jun",285,NA,NA,NA,NA,1939,1945,6,34.6250544,-77.4013403
"867","Karl Baldischwiler","Karl","Baldischwiler","Okmulgee","OK","USA","1/19/1956","Oklahoma","Miami Dolphins","7th","178th",1978,"T","5-Jun",265,NA,NA,NA,NA,1939,1945,6,35.6266957,-95.9515399
"868","Daniel Baldridge","Daniel","Baldridge","Opelousas","LA","USA","10/21/1985","Franklin & Marshall",NA,NA,NA,NA,"T","8-Jun",311,NA,NA,NA,NA,1939,1945,6,30.5335302,-92.081509
"869","Al Baldwin","Al","Baldwin","Hot Springs","AR","USA","3/21/1923","Arkansas","Boston Yanks","4th","25th",1947,"E-DB","2-Jun",201,"5/23/1994","Hot Springs","AR",NA,1939,1945,6,34.5037004,-93.0551795
"870","Bob Baldwin","Bob","Baldwin","Baltimore","MD","USA","7/7/1943","Clemson",NA,NA,NA,NA,"FB","1-Jun",225,"7/7/2002","Berlin","MD",NA,1939,1945,6,39.2903848,-76.6121893
"871","Burr Baldwin","Burr","Baldwin","Bakersfield","CA","USA","6/13/1922","UCLA","Green Bay Packers","3rd","20th",1947,"E-DE","1-Jun",197,"8/20/2007","Bakersfield","CA",NA,1939,1945,6,35.3732921,-119.0187125
"872","Cliff Baldwin","Cliff","Baldwin","Muncie","IN","USA","9/22/1900","none",NA,NA,NA,NA,"TB-WB-BB","9-May",170,"1/25/1979","Muncie","IN",NA,1939,1945,6,40.1933767,-85.3863599
"873","Don Baldwin","Don","Baldwin","St. Charles","MO","USA","7/9/1964","Purdue",NA,NA,NA,NA,"DE","3-Jun",263,NA,NA,NA,NA,1939,1945,6,41.9141945,-88.3086867
"876","George Baldwin","George","Baldwin","Washington","DC","USA","5/3/1902","Virginia",NA,NA,NA,NA,"E-T","11-May",190,"6/13/1971","Neptune","NJ",NA,1939,1945,6,47.7510741,-120.7401385
"877","Jack Baldwin","Jack","Baldwin","Clyde","TX","USA","7/31/1921","Centenary","Brooklyn Tigers","24th","243rd",1944,"C-LB","3-Jun",223,"9/13/1989","Kerrville","TX",NA,1939,1945,6,41.3042201,-82.975192
"878","Johnny Baldwin","Johnny","Baldwin","Bessemer","AL","USA","1/1/1984","Arkansas A&M","Detroit Lions","5th","158th",2007,"LB","2-Jun",232,NA,NA,NA,NA,1939,1945,6,46.4813363,-90.0529504
"880","Keith Baldwin","Keith","Baldwin","Houston","TX","USA","10/13/1960","Texas A&M","Cleveland Browns","2nd","31st",1982,"DE","4-Jun",263,NA,NA,NA,NA,1939,1945,6,29.7604267,-95.3698028
"881","Randy Baldwin","Randy","Baldwin","Griffin","GA","USA","8/19/1967","Mississippi","Minnesota Vikings","4th","92nd",1991,"RB","10-May",220,NA,NA,NA,NA,1939,1945,6,36.0621017,-95.7580175
"882","Tom Baldwin","Tom","Baldwin","Evergreen Park","IL","USA","5/13/1961","Wisconsin","New York Jets","9th","234th",1984,"NT-DT-DE","4-Jun",274,"5/1/2000","Naperville","IL",NA,1939,1945,6,41.7205889,-87.7017175
"883","Alan Ball","Alan","Ball","Detroit","MI","USA","3/29/1985","Illinois","Dallas Cowboys","7th","237th",2007,"DB","1-Jun",176,NA,NA,NA,NA,1939,1945,6,42.331427,-83.0457538
"884","Dave Ball","Dave","Ball","Fairfield","CA","USA","1/4/1981","UCLA","San Diego Chargers","5th","133rd",2004,"DE","6-Jun",275,NA,NA,NA,NA,1939,1945,6,41.1408363,-73.2612615
"885","Eric Ball","Eric","Ball","Cleveland","OH","USA","7/1/1966","UCLA","Cincinnati Bengals","2nd","35th",1989,"RB","2-Jun",218,NA,NA,NA,NA,1939,1945,6,41.49932,-81.6943605
"886","Jason Ball","Jason","Ball","Fayetteville","NC","USA","3/21/1979","New Hampshire",NA,NA,NA,NA,"C","2-Jun",301,NA,NA,NA,NA,1939,1945,6,35.0526641,-78.8783585
"887","Jerry Ball","Jerry","Ball","Beaumont","TX","USA","12/15/1964","SMU","Detroit Lions","3rd","63rd",1987,"NT-DT","1-Jun",330,NA,NA,NA,NA,1939,1945,6,33.9294606,-116.977248
"888","Lance Ball","Lance","Ball","Teaneck","NJ","USA","6/19/1985","Maryland",NA,NA,NA,NA,"RB","9-May",223,NA,NA,NA,NA,1939,1945,6,40.8932469,-74.0116536
"889","Larry Ball","Larry","Ball","Iowa City","IA","USA","9/27/1949","Louisville","Miami Dolphins","4th","91st",1972,"LB","6-Jun",232,NA,NA,NA,NA,1939,1945,6,41.6611277,-91.5301683
"890","Michael Ball","Michael","Ball","New Orleans","LA","USA","8/5/1964","Southern","Indianapolis Colts","4th","104th",1988,"DB","Jun-00",216,NA,NA,NA,NA,1939,1945,6,29.9510658,-90.0715323
"891","Montee Ball","Montee","Ball","Wentzville","MO","USA","12/5/1990","Wisconsin","Denver Broncos","2nd","58th",2013,"RB","11-May",214,NA,NA,NA,NA,1939,1945,6,38.81144,-90.8529107
"892","Sam Ball","Sam","Ball","Henderson","KY","USA","6/1/1944","Kentucky","New York Jets","2nd","14th",1966,"T","4-Jun",250,NA,NA,NA,NA,1939,1945,6,36.0395247,-114.9817213
"893","Pat Ballage","Pat","Ballage","Fort Hood","TX","USA","4/8/1964","Notre Dame",NA,NA,NA,NA,"DB","1-Jun",202,NA,NA,NA,NA,1939,1945,6,31.1950013,-97.7413143
"895","Howard Ballard","Howard","Ballard","Ashland","AL","USA","11/3/1963","Alabama A&M","Buffalo Bills","11th","283rd",1987,"T","6-Jun",325,NA,NA,NA,NA,1939,1945,6,40.8686675,-82.3182178
"896","Jake Ballard","Jake","Ballard","Springboro","OH","USA","12/2/1987","Ohio St.",NA,NA,NA,NA,"TE","6-Jun",256,NA,NA,NA,NA,1939,1945,6,39.5522815,-84.2332718
"897","Quinton Ballard","Quinton","Ballard","Ahoskie","NC","USA","11/18/1960","Elon",NA,NA,NA,NA,"DT","3-Jun",289,NA,NA,NA,NA,1939,1945,6,36.2868223,-76.9846808
"899","Gary Ballman","Gary","Ballman","Detroit","MI","USA","7/6/1940","Michigan St.","Pittsburgh Steelers","8th","104th",1962,"FL-TE-SE-WR","1-Jun",215,"5/20/2004","Aurora","CO",NA,1939,1945,6,42.331427,-83.0457538
"900","Mike Ballou","Mike","Ballou","Los Angeles","CA","USA","9/11/1947","UCLA","Boston Patriots","3rd","56th",1970,"LB","3-Jun",238,NA,NA,NA,NA,1939,1945,6,34.0522342,-118.2436849
"901","Kentwan Balmer","Kentwan","Balmer","Ashoskie","NC","USA","10/15/1986","North Carolina","San Francisco 49ers","1st","29th",2008,"DT","5-Jun",298,NA,NA,NA,NA,1939,1945,6,36.2868223,-76.9846808
"903","Mike Balogun","Mike","Balogun","Upper Marlboro","MD","USA","9/28/1983","Central Oklahoma",NA,NA,NA,NA,"LB","Jun-00",240,NA,NA,NA,NA,1939,1945,6,38.8159473,-76.7496909
"904","Vic Baltzell","Vic","Baltzell","Soda Springs","ID","USA","6/20/1912","Southwestern (KS)",NA,NA,NA,NA,"WB-DB","11-May",205,"4/25/1986","Omaha","NE",NA,1939,1945,6,39.3212906,-120.3801648
"905","Steve Banas","Steve","Banas","Bridgeport","CT","USA","4/30/1907","Notre Dame",NA,NA,NA,NA,"BB-DB","Jun-00",190,"5/10/1974","Gardena","CA",NA,1935,1935,0,41.1792258,-73.1894384
"906","John Banaszak","John","Banaszak","Cleveland","OH","USA","8/24/1950","East. Michigan",NA,NA,NA,NA,"DE-DT","3-Jun",242,NA,NA,NA,NA,1935,1935,0,41.49932,-81.6943605
"907","Pete Banaszak","Pete","Banaszak","Crivitz","WI","USA","5/21/1944","Miami (FL)","Oakland Raiders","5th","59th",1966,"RB","11-May",210,NA,NA,NA,NA,1935,1935,0,45.2324755,-88.0076062
"908","Cas Banaszek","Cas","Banaszek","Chicago","IL","USA","12/24/1945","Northwestern","San Francisco 49ers","1st","11th",1967,"T","3-Jun",254,NA,NA,NA,NA,1935,1935,0,41.8781136,-87.6297982
"909","Hugh Bancroft","Hugh","Bancroft","Wetherfield Springs","NY","USA","1894-08-04","none",NA,NA,NA,NA,"E",NA,NA,"10/31/1974","Dunedin","FL",NA,1935,1935,0,42.6858945,-78.2058455
"910","Romeo Bandison","Romeo","Bandison","The Hague",NA,"Netherlands","2/12/1971","Oregon","Cleveland Browns","3rd","75th",1994,"DT","5-Jun",290,NA,NA,NA,NA,1935,1935,0,52.0704978,4.3006999
"911","Bruno Banducci","Bruno","Banducci","Tsingnano",NA,"Italy","11/11/1920","Stanford","Phi/Pit Eagles/Steelers","6th","42nd",1943,"G","11-May",216,"9/15/1985","Sonoma","CA",NA,1935,1935,0,36.067108,120.382609
"912","John Bandura","John","Bandura","Hammond","IN","USA","8/7/1919","La-Lafayette",NA,NA,NA,NA,"E","Jun-00",206,"5/25/1983","Hawthorne","CA",NA,1935,1935,0,41.5833688,-87.5000412
"913","Don Bandy","Don","Bandy","South Gate","CA","USA","7/1/1945","Tulsa","Washington Redskins","6th","135th",1967,"G","3-Jun",255,NA,NA,NA,NA,1935,1935,0,33.954737,-118.2120161
"914","Joey Banes","Joey","Banes","Houston","TX","USA","4/7/1967","Houston","Houston Oilers","11th","295th",1990,"T","7-Jun",282,NA,NA,NA,NA,1935,1935,0,29.7604267,-95.3698028
"915","Herb Banet","Herb","Banet","Fort Wayne","IN","USA","10/17/1913","Manchester",NA,NA,NA,NA,"TB-HB-DB","2-Jun",200,"3/12/2003","Fort Wayne","IN",NA,1935,1935,0,41.079273,-85.1393513
"916","Tony Banfield","Tony","Banfield","Independence","KS","USA","12/18/1937","Oklahoma St.",NA,NA,NA,NA,"DB","1-Jun",185,NA,NA,NA,NA,1935,1935,0,37.2242358,-95.7083131
"917","Ben Bangs","Ben","Bangs","Moscow","ID","USA","1893-09-05","Washington St.",NA,NA,NA,NA,"WB","10-May",180,"6/7/1970","Wenatchee","WA",NA,1935,1935,0,55.755826,37.6172999
"918","Emil Banjavic","Emil","Banjavic","Staunton","IL","USA","9/19/1918","Arizona","Detroit Lions","9th","75th",1942,"WB-DB","1-Jun",194,"12/1/1995","Las Vegas","NV",NA,1935,1935,0,38.149576,-79.0716958
"920","Ted Banker","Ted","Banker","Belleville","IL","USA","2/17/1961","SE Missouri St.",NA,NA,NA,NA,"G-C-T","2-Jun",270,NA,NA,NA,NA,1935,1935,0,38.5200504,-89.9839935
"921","Antonio Banks","Antonio","Banks","Ivor","VA","USA","3/12/1973","Virginia Tech","Minnesota Vikings","4th","113th",1997,"DB","10-May",203,NA,NA,NA,NA,1935,1935,0,36.9040391,-76.8996824
"922","Brandon Banks","Brandon","Banks","Garner","NC","USA","12/21/1987","Kansas St.",NA,NA,NA,NA,"WR","7-May",150,NA,NA,NA,NA,1935,1935,0,35.7112642,-78.6141709
"923","Carl Banks","Carl","Banks","Flint","MI","USA","8/29/1962","Michigan St.","New York Giants","1st","3rd",1984,"LB","4-Jun",235,NA,NA,NA,NA,1935,1935,0,43.0125274,-83.6874562
"924","Chip Banks","Chip","Banks","Fort Lawton","OK","USA","9/18/1959","USC","Cleveland Browns","1st","3rd",1982,"LB","4-Jun",243,NA,NA,NA,NA,1935,1935,0,47.6569915,-122.4124267
"925","Chris Banks","Chris","Banks","Lexington","MO","USA","4/4/1973","Kansas","Denver Broncos","7th","226th",1996,"G","1-Jun",300,NA,NA,NA,NA,1935,1935,0,38.0405837,-84.5037164
"926","Chuck Banks","Chuck","Banks","Baltimore","MD","USA","1/4/1964","Ferrum","Houston Oilers","12th","310th",1986,"RB","2-Jun",225,NA,NA,NA,NA,1935,1935,0,39.2903848,-76.6121893
"928","Estes Banks","Estes","Banks","Los Angeles","CA","USA","12/18/1945","Colorado","Oakland Raiders","8th","188th",1967,"RB","3-Jun",215,NA,NA,NA,NA,1935,1935,0,34.0522342,-118.2436849
"929","Fred Banks","Fred","Banks","Columbus","GA","USA","5/26/1962","Chowan","Cleveland Browns","8th","203rd",1985,"WR","10-May",177,NA,NA,NA,NA,1935,1935,0,39.9611755,-82.9987942
"930","Gary Banks","Gary","Banks","Meridian","MS","USA","11/4/1981","Troy",NA,NA,NA,NA,"WR","Jun-00",193,NA,NA,NA,NA,1935,1935,0,37.09024,-95.712891
"931","Gordon Banks","Gordon","Banks","Los Angeles","CA","USA","3/12/1958","Stanford",NA,NA,NA,NA,"WR","10-May",175,NA,NA,NA,NA,1935,1935,0,34.0522342,-118.2436849
"932","Jason Banks","Jason","Banks","Baton Rouge","LA","USA","5/8/1985","Grambling St.",NA,NA,NA,NA,"DE","5-Jun",300,NA,NA,NA,NA,1935,1935,0,30.4514677,-91.1871466
"934","Mike Banks","Mike","Banks","Mason City","IA","USA","11/5/1979","Iowa St.","Arizona Cardinals","7th","223rd",2002,"TE","4-Jun",262,NA,NA,NA,NA,1935,1935,0,43.1535728,-93.2010367
"935","Robert Banks","Robert","Banks","Williamsburg","VA","USA","12/10/1963","Notre Dame","Houston Oilers","7th","176th",1987,"DE","5-Jun",259,NA,NA,NA,NA,1935,1935,0,37.2707022,-76.7074571
"936","Roy Banks","Roy","Banks","Detroit","MI","USA","11/29/1965","East. Illinois","Indianapolis Colts","5th","114th",1987,"WR","10-May",190,NA,NA,NA,NA,1935,1935,0,42.331427,-83.0457538
"937","Tavian Banks","Tavian","Banks","Bettendorf","IA","USA","2/17/1974","Iowa","Jacksonville Jaguars","4th","101st",1998,"RB","9-May",203,NA,NA,NA,NA,1935,1935,0,41.5262641,-90.5072573
